id,level0_status,original_grade,coherence,factuality,heuristic_valid,confidence_score,risk_level,processing_time_ms,num_issues,priority_score,word_count,total_entities,suspicious_entities,fact_check_candidates_count,needs_fact_check,detected_issues
47_adaptive,validated,A+,0.916,0.9644334316253662,True,1.0,low,31.672239303588867,0,0.0,31,4,0,3,0.0,
48_adaptive,validated,B+,1.0,1.0,True,1.0,low,30.60126304626465,1,0.0,30,0,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.43
49_adaptive,validated,A+,0.8860000000000001,0.9325799345970154,True,1.0,low,10.55765151977539,2,0.0,11,1,0,0,0.0,Anomalie statistique: Résumé très court: 11 mots; Anomalie statistique: Ratio ponctuation élevé: 0.18
50_adaptive,validated,A,1.0,1.0,True,1.0,low,23.83279800415039,1,0.0,25,4,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.32
51_adaptive,validated,A,0.936,0.8085412979125977,True,1.0,low,33.24532508850098,2,0.0,55,5,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18; Métrique suspecte: Factualité en dessous de la moyenne: 0.809
52_adaptive,validated,A+,0.8860000000000001,0.9983360171318054,True,1.0,low,47.393083572387695,1,0.0,78,6,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.22
53_adaptive,validated,A,1.0,1.0000001192092896,True,1.0,low,26.592493057250977,0,0.0,24,2,0,2,0.0,
54_adaptive,validated,D,0.1040031760931015,1.0,True,0.23999999999999996,medium,35.414934158325195,4,0.9400000000000001,45,7,0,0,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.29; Métrique suspecte: Cohérence très faible: 0.104; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.104) mais factualité élevée (1.000)
55_adaptive,validated,D,0.1648215651512146,1.0,True,0.23999999999999996,medium,18.87035369873047,4,0.9400000000000001,20,4,0,1,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.35; Métrique suspecte: Cohérence très faible: 0.165; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.165) mais factualité élevée (1.000)
56_adaptive,validated,A,1.0,0.9674214124679564,True,1.0,low,12.648582458496094,1,0.0,24,2,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17
57_adaptive,validated,D,0.147315427660942,1.0,True,0.33999999999999997,low,40.50588607788086,3,0.8400000000000001,45,3,0,0,0.9,Métrique suspecte: Cohérence très faible: 0.147; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.147) mais factualité élevée (1.000)
58_adaptive,validated,A+,0.936,0.9628560543060304,True,1.0,low,33.03050994873047,2,0.0,60,0,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.22; Densité entités suspecte: Densité d'entités faible: 0.0% (0/60)
59_adaptive,validated,B+,1.0,0.8047746419906616,True,1.0,low,46.146392822265625,3,0.0,53,1,0,0,0.0,Complexité suspecte: Phrases très longues: 53.0 mots/phrase; Densité entités suspecte: Densité d'entités faible: 1.9% (1/53); Métrique suspecte: Factualité en dessous de la moyenne: 0.805
60_adaptive,validated,A,1.0,0.9999999403953552,True,1.0,low,36.93222999572754,1,0.0,43,4,0,1,0.0,Complexité suspecte: Phrases très longues: 43.0 mots/phrase
61_adaptive,validated,A,0.936,0.8477396965026855,True,1.0,low,39.38102722167969,2,0.0,70,1,0,1,0.0,Densité entités suspecte: Densité d'entités faible: 1.4% (1/70); Métrique suspecte: Factualité en dessous de la moyenne: 0.848
62_adaptive,validated,A+,0.936,0.8908538818359375,True,1.0,low,50.30035972595215,2,0.0,61,1,0,0,0.0,Densité entités suspecte: Densité d'entités faible: 1.6% (1/61); Métrique suspecte: Factualité en dessous de la moyenne: 0.891
63_adaptive,validated,B+,1.0,0.8990553617477417,True,1.0,low,29.859542846679688,1,0.0,24,3,0,0,0.0,Métrique suspecte: Factualité en dessous de la moyenne: 0.899
64_adaptive,validated,B+,0.64,0.8079459071159363,True,0.8899999999999999,low,49.413204193115234,3,0.1100000000000001,82,4,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.30; Métrique suspecte: Cohérence en dessous de la moyenne: 0.640; Métrique suspecte: Factualité en dessous de la moyenne: 0.808
65_adaptive,validated,B+,1.0,0.6862736940383911,True,0.71,low,23.80967140197754,4,0.35000000000000003,31,4,0,0,0.3,Anomalie statistique: Ratio ponctuation élevé: 0.16; Complexité suspecte: Phrases très longues: 31.0 mots/phrase; Métrique suspecte: Factualité faible: 0.686; Métrique suspecte: Corrélation inversée: factualité faible (0.686) mais cohérence élevée (1.000)
66_adaptive,validated,A,0.74,0.99534273147583,True,1.0,low,36.862850189208984,2,0.0,70,8,0,3,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17; Complexité suspecte: Phrases très longues: 35.0 mots/phrase
67_adaptive,validated,A,1.0,0.9997036457061768,True,1.0,low,17.538785934448242,1,0.0,24,2,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.25
68_adaptive,validated,D,0.3614397406578064,0.4470188319683075,True,0.24000000000000007,medium,30.585527420043945,4,0.8999999999999999,30,2,0,1,0.7,Anomalie statistique: Ratio ponctuation élevé: 0.30; Métrique suspecte: Cohérence faible: 0.361; Métrique suspecte: Factualité faible: 0.447; Métrique suspecte: Grade de qualité D (problématique)
69_adaptive,validated,B,1.0,0.6349378824234009,True,0.4800000000000001,low,29.338836669921875,4,0.5799999999999998,27,4,0,2,0.3,Anomalie statistique: Ratio ponctuation élevé: 0.19; Métrique suspecte: Factualité faible: 0.635; Métrique suspecte: Grade de qualité B (moyen); Métrique suspecte: Corrélation inversée: factualité faible (0.635) mais cohérence élevée (1.000)
70_adaptive,validated,B+,1.0,0.7056889533996582,True,0.9800000000000001,low,20.44367790222168,2,0.019999999999999907,20,4,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.30; Métrique suspecte: Factualité en dessous de la moyenne: 0.706
71_adaptive,validated,A,1.0,0.9920610189437866,True,1.0,low,32.559871673583984,3,0.0,66,13,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17; Complexité suspecte: Phrases très longues: 66.0 mots/phrase; Densité entités suspecte: Type d'entité dominant: MISC (6/7)
72_adaptive,validated,A+,0.916,0.9819724559783936,True,1.0,low,33.442020416259766,0,0.0,64,5,0,0,0.0,
73_adaptive,validated,B+,1.0,0.7521225810050964,True,0.8600000000000001,low,31.57329559326172,3,0.1399999999999999,19,2,0,0,0.0,Anomalie statistique: Résumé très court: 19 mots; Anomalie statistique: Ratio ponctuation élevé: 0.26; Métrique suspecte: Factualité en dessous de la moyenne: 0.752
74_adaptive,validated,B+,1.0,0.8774645328521729,True,0.9800000000000001,low,25.0399112701416,2,0.019999999999999907,23,1,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17; Métrique suspecte: Factualité en dessous de la moyenne: 0.877
75_adaptive,validated,A+,0.956,0.9117754697799684,True,1.0,low,33.6000919342041,1,0.0,45,4,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.16
76_adaptive,validated,B+,1.0,0.9707658886909484,True,1.0,low,28.902292251586914,2,0.0,34,1,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.21; Complexité suspecte: Phrases très longues: 34.0 mots/phrase
77_adaptive,validated,D,0.0181165495660246,0.9999999403953552,True,0.23999999999999996,medium,17.611026763916016,4,0.9400000000000001,47,2,0,0,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.17; Métrique suspecte: Cohérence très faible: 0.018; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.018) mais factualité élevée (1.000)
78_adaptive,validated,B,1.0,0.5482409000396729,True,0.4800000000000001,low,18.28169822692871,4,0.5799999999999998,20,0,0,0,0.3,Anomalie statistique: Ratio ponctuation élevé: 0.30; Métrique suspecte: Factualité faible: 0.548; Métrique suspecte: Grade de qualité B (moyen); Métrique suspecte: Corrélation inversée: factualité faible (0.548) mais cohérence élevée (1.000)
79_adaptive,validated,A,0.826,0.9330039024353028,True,1.0,low,49.526214599609375,1,0.0,103,8,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17
80_adaptive,validated,B+,1.0,0.5769590139389038,True,0.77,low,13.060808181762695,3,0.29,25,1,0,1,0.3,Anomalie statistique: Ratio ponctuation élevé: 0.20; Métrique suspecte: Factualité faible: 0.577; Métrique suspecte: Corrélation inversée: factualité faible (0.577) mais cohérence élevée (1.000)
81_adaptive,validated,A,1.0,0.9999999403953552,True,1.0,low,15.854120254516602,2,0.0,19,2,0,0,0.0,Anomalie statistique: Résumé très court: 19 mots; Anomalie statistique: Ratio ponctuation élevé: 0.32
82_adaptive,validated,B+,1.0,0.7782987952232361,True,0.9800000000000001,low,15.674114227294922,2,0.019999999999999907,25,5,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.28; Métrique suspecte: Factualité en dessous de la moyenne: 0.778
83_adaptive,validated,B+,1.0,0.975460410118103,True,1.0,low,16.233444213867188,1,0.0,26,2,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.23
84_adaptive,validated,B+,1.0,0.8372348546981812,True,0.9800000000000001,low,19.83046531677246,2,0.019999999999999907,22,3,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.23; Métrique suspecte: Factualité en dessous de la moyenne: 0.837
85_adaptive,validated,A+,0.916,0.992521345615387,True,1.0,low,40.26007652282715,2,0.0,67,4,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.24; Densité entités suspecte: Densité d'entités faible: 0.0% (0/67)
86_adaptive,validated,A+,0.956,1.0,True,1.0,low,30.19547462463379,0,0.0,30,0,0,0,0.0,
87_adaptive,validated,A+,0.8959999999999999,0.9488303065299988,True,1.0,low,47.69325256347656,2,0.0,66,3,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18; Densité entités suspecte: Densité d'entités faible: 1.5% (1/66)
88_adaptive,validated,D,0.3156939394890315,0.9375750422477722,True,0.24000000000000005,medium,47.306060791015625,5,0.8400000000000001,95,9,0,2,0.4,Anomalie statistique: Ratio ponctuation élevé: 0.16; Complexité suspecte: Phrases très longues: 31.7 mots/phrase; Métrique suspecte: Cohérence faible: 0.316; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.316) mais factualité élevée (0.938)
89_adaptive,validated,A+,0.916,0.9507016539573668,True,1.0,low,52.526235580444336,1,0.0,84,6,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.21
90_adaptive,validated,A+,0.956,1.0,True,1.0,low,29.032230377197266,1,0.0,41,1,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.27
91_adaptive,validated,A+,0.8460000000000001,0.9495419263839722,True,1.0,low,43.46132278442383,1,0.0,86,5,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.24
92_adaptive,validated,A,0.796,0.9705080986022948,True,1.0,low,46.27847671508789,1,0.0,92,6,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17
93_adaptive,validated,A,0.796,0.9152163863182068,True,1.0,low,37.93454170227051,2,0.0,101,6,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.19; Complexité suspecte: Absence de connecteurs logiques dans un texte long
94_adaptive,validated,A,0.796,0.9170922040939332,True,1.0,low,59.238433837890625,3,0.0,102,5,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Densité entités suspecte: Densité d'entités faible: 2.0% (2/102)
95_adaptive,validated,A,0.796,0.8605238795280457,True,1.0,low,80.7502269744873,2,0.0,105,7,0,3,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.21; Métrique suspecte: Factualité en dessous de la moyenne: 0.861
96_adaptive,validated,A,0.916,0.7837063670158386,True,1.0,low,43.08366775512695,2,0.0,67,9,0,3,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18; Métrique suspecte: Factualité en dessous de la moyenne: 0.784
97_adaptive,validated,A,0.756,0.9478301405906676,True,1.0,low,61.94949150085449,1,0.0,88,14,0,3,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.33
98_adaptive,validated,A+,0.936,0.9107520580291748,True,1.0,low,41.642189025878906,0,0.0,61,7,0,1,0.0,
99_adaptive,validated,A+,0.956,0.9048036336898804,True,1.0,low,33.144474029541016,1,0.0,48,1,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.19
100_adaptive,validated,A,0.796,0.9938597083091736,True,1.0,low,57.170867919921875,3,0.0,101,2,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.27; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Densité entités suspecte: Densité d'entités faible: 0.0% (0/101)
101_adaptive,validated,A+,0.956,1.0,True,1.0,low,22.9794979095459,0,0.0,33,1,0,0,0.0,
102_adaptive,validated,A+,0.916,0.9110892415046692,True,1.0,low,45.38893699645996,0,0.0,68,6,0,1,0.0,
103_adaptive,validated,A+,0.956,0.9678342342376708,True,1.0,low,30.884265899658203,1,0.0,34,5,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.24
104_adaptive,validated,A+,0.956,1.0,True,1.0,low,15.312433242797852,1,0.0,22,1,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18
105_adaptive,validated,A+,0.916,0.975658118724823,True,1.0,low,37.79792785644531,1,0.0,73,4,0,0,0.0,Densité entités suspecte: Densité d'entités faible: 1.4% (1/73)
106_adaptive,validated,B+,1.0,0.7408313751220703,True,0.9800000000000001,low,19.339799880981445,2,0.019999999999999907,23,0,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17; Métrique suspecte: Factualité en dessous de la moyenne: 0.741
107_adaptive,validated,D,0.0589774213731288,1.0,True,0.23999999999999996,medium,28.74469757080078,4,0.9400000000000001,40,2,0,0,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.30; Métrique suspecte: Cohérence très faible: 0.059; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.059) mais factualité élevée (1.000)
108_adaptive,validated,A,1.0,0.970884382724762,True,1.0,low,29.58369255065918,1,0.0,25,3,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.20
109_adaptive,validated,B+,1.0,0.9154999256134032,True,1.0,low,14.532089233398438,1,0.0,30,4,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.20
110_adaptive,validated,B+,1.0,0.6471936702728271,True,0.77,low,15.837907791137695,3,0.29,21,0,0,0,0.3,Anomalie statistique: Ratio ponctuation élevé: 0.29; Métrique suspecte: Factualité faible: 0.647; Métrique suspecte: Corrélation inversée: factualité faible (0.647) mais cohérence élevée (1.000)
111_adaptive,validated,B+,1.0,0.7501144409179688,True,1.0,low,21.26479148864746,1,0.0,20,1,0,0,0.0,Métrique suspecte: Factualité en dessous de la moyenne: 0.750
112_adaptive,validated,A,1.0,0.9999999403953552,True,1.0,low,28.044939041137695,1,0.0,25,2,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.16
113_adaptive,validated,B+,0.756,0.8403491973876953,True,0.9600000000000001,low,64.07642364501953,3,0.039999999999999925,105,3,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.25; Densité entités suspecte: Densité d'entités faible: 1.9% (2/105); Métrique suspecte: Factualité en dessous de la moyenne: 0.840
114_adaptive,validated,A,0.916,0.921579122543335,True,1.0,low,43.62654685974121,1,0.0,67,5,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.16
115_adaptive,validated,A+,0.956,0.8131664991378784,True,1.0,low,30.237674713134766,2,0.0,37,2,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.24; Métrique suspecte: Factualité en dessous de la moyenne: 0.813
116_adaptive,validated,A+,0.936,0.9999998211860656,True,1.0,low,33.30278396606445,1,0.0,53,2,0,0,0.0,Densité entités suspecte: Densité d'entités faible: 1.9% (1/53)
117_adaptive,validated,A+,0.956,1.0000001192092896,True,1.0,low,29.517173767089844,0,0.0,41,1,0,0,0.0,
118_adaptive,validated,A,1.0,0.9532846212387084,True,1.0,low,31.682491302490234,0,0.0,22,0,0,0,0.0,
119_adaptive,validated,B+,1.0,0.7542929649353027,True,0.9550000000000001,low,31.647205352783203,3,0.04499999999999993,25,5,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.28; Densité entités suspecte: Densité d'entités élevée: 16.0% (4/25); Métrique suspecte: Factualité en dessous de la moyenne: 0.754
120_adaptive,validated,A+,0.8860000000000001,0.9951480031013488,True,1.0,low,44.53539848327637,3,0.0,71,6,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17; Complexité suspecte: Structure répétitive: 2 phrases commencent de même; Densité entités suspecte: Densité d'entités faible: 0.0% (0/71)
